"Movie_Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"John Wick: Chapter 4","neil-476","30 March 2023","The Table, the international crminal brotherhood which has condemned John Wick empowers The Marquis to deal with him (and the Manager of the New York Continentale Hotel). But maybe, just maybe, there is a way out.As expected, the IMDB is full of people saluting this as ""Best John Wick yet,"" ""A masterpiece,"" ""Best action movie ever,"" etc. My view differs. But I must start by giving credit where it is due. Production design, cinematography, action choreography and direction are all first rate, and they deserved a much better film that this is. And this film deserved a much better script than this.The story is fine, quite good even, but it is buried under industrial quantities of action which defies belief. Everbody's resistance to trauma and the complete absence of police are just the big two, but let's not forget the endless succession of pairs of heavies coming out of nowhere and only stopping when Wick has no gun.And even the scriot deserved a better actor than Keanu Reeves. To be fair, the character in the first film has been reduced to a mere cardboard cutout here, but Reeves (who I genuinely like as a performer) doesn't even play cardboard well here.This is beautifully crafted drivel. 7 for craft, 3 for Reeves' central performance, averages to 5.","
            5/10
            "
"John Wick: Chapter 4","siderite","23 May 2023","Imagine a video game where you are shooting bad guys. Your hardware is old so everything is kind of slow and out of focus. The opponents are set to Easy and you installed a hack to give you invincibility and autoaim. And they come at you slowly, shouting, out in the open, with weapons that fire three or four bullets before they run out and they can shoot anything anyway. They use no snipers, no explosives, no traps of any kind. They can't even hit you when they're next to you and wielding a knife. And you try to fight them in a decent manner, yet your avatar moves like a 60 year old man and even with the autoaim you still suck. And if you somehow get into the many separate levels where nothing make sense, you get a big cinematic that takes you out of it. And because the cinematic is in 4k or whatever, it feels like slow motion.That, my friends, is the experience of watching JW4. The style that people have applauded in the first movie has turned into a demented caricature, the fight scenes are ridiculously bad, the actions of the characters make no sense at all, the world described makes no sense. Not even the tongue-in-cheek references to The Matrix don't hit, because you know that if you enjoyed that film, you're now over 40 and it makes you feel old. The film is three hours of irrelevance.And if you are among the people who I can't understand that rated this film anything above boring, just watch the end credits scene. It destroys the little joy that you might have kept watching this.Bottom line: So many talented people worked on this film. With them on board, I cannot imagine a worse outcome. It's not even funny, it's just sad.","
            4/10
            "
"John Wick: Chapter 4","BA_Harrison","25 March 2023","The first three John Wick films came in fairly quick succession, with only five years between the first and third chapters, each film trying to top the one before in terms of wild set pieces. For me, it all became a bit too much, the action rapidly becoming too frenetic and over-the-top. By Parabellum (part three), I had had enough.I hoped that the four years between Parabellum and this fourth entry in the franchise had given me a big enough breather that I might be able to find new appreciation for the excessive mayhem. If anything, I found Chapter 4 even more tiresome: the fight scenes, as technically excellent as they are, simply don't know when to quit, and they're even more ridiculous than ever. Wick has been established as a semi-mythical being (Baba Yaga), seemingly impervious to pain and injury, meaning that the character is never in any real peril, which generates zero jeopardy or excitement. If anything, the relentless action scenes result in boredom, being mind-numbingly repetitive and far-fetched (the whopping 2 hours 49 minutes runtime doesn't help).Director Chad Stahelski pushes plausibility way beyond breaking point with a protracted melee amidst the traffic around the Arc De Triomphe that somehow fails to attract the attention of the Paris gendarmerie; an even more dumb scene (in a film packed with dumb scenes) sees nightclub revellers continuing to dance while people are being shot and axed to death all around them. The final act - a duel between John and blind warrior Caine (Donnie Yen) - takes place outside the Basilica of Sacré-Coeur de Montmartre at dawn, with not a single tourist or passerby to alert the authorities of what is occurring.I've been known to enjoy comic-book action films that aren't exactly grounded in reality, but John Wick 4 seems to take place in an alternate universe where none of our rules apply. Since very little of what we see in this film can be believed, I definitely don't swallow the idea that John Wick is actually dead at the end (although I sincerely hope he is).Those claiming that this is the best action film ever made have clearly never seen The Raid 2 (or any early John Woo film, or The Night Comes For Us, or Ong-Bak, or Born To Fight, or Eastern Condors or In The Line of Duty IV or.... well, you get the idea).","
            4/10
            "
"John Wick: Chapter 4","namob-43673","23 May 2023","These John Wick movies can be sort of fun in the sense that they are unintelligent violent nonsense pretending to be movies. There is something entertaining about dumb nonsense sometimes, and the first two of this franchise was decently okay in this regard. The last one and this one however not so much, only dumb.This movie is almost 3 hours long, and oh boy do you feel every minute. Because if you have seen the previous instalments you have seen this one to. This is like a bad video game repeating the same thing, the same course, the same enemies, and for the 4th time. There is also a post credit scene, which is simply dumb, no reason to stil around for it.The acting is also horrid, and if you are going to buy any of this you have to have good acting but no.The only positive I can say about this movie is that it is not as putrified as many other movies lately so for a contemporary action movie this is not as bad as much else.I give this a very, very generous 3/10. If you want to watch this, don't. Go watch the first one, and maybe the second one instead. Those are also highly stupid, but at least decently entertaining, this is not.","
            3/10
            "
"John Wick: Chapter 4","fciocca","24 March 2023","I went to the cinema with great expectations. I have to admit that the photography is gorgeous, the locations are wonderful and the action sequences are well coordinated. However I feel that the true identity of this franchise was completely lost with this fourth chapter. The first two movies for me are the best because the stunts look more credible. ""Parabellum"" started to drop in quality, but it was still a solid flick. Here John suddenly became a superhero that can take any hit and can fall from every height and he can just keep going like nothing happened. When Chad Stahelski directed the first movie he was not expecting all this success and when the production company ordered sequels, he did not really know how to develop this saga. Now it is one of the biggest action franchises with a TV show that will be aired in the future and maybe with a 5th entry that was already approved. This got definitely out of hand and Wick basically became the parody of himself, with scenes that have forced comedic moments that do not quite deliver. In my perspective they really do not know what to invent anymore. I really hope that in the future screenwriters and the director will come up with better ideas, because it is a series with potential and it showed it in the previous chapters, but in this case it just felt pointless and purposeless.","
            4/10
            "
"John Wick: Chapter 4","skyhawk747","2 April 2023","What is all the raving about with this movie? I felt it lacked a decent storyline and was 2 hours and 35 mins of fighting while the remaining 10 or so minutes was acting.The usual far too long fighting scenes where he does his usual MMA moves by getting the enemies head between his legs while he reloads his gun and shoots him the head.For me it was at least an hour too long and could have been much shorter. The storyline was very weak and after such a long gap between this and John Wick 3 I am surprised it was written better.I also have no idea why this review has to be a minimum go 600 characters?Yes we.","
            4/10
            "
"John Wick: Chapter 4","antti-eskelinen-329-929792","23 April 2023","In my opinion this is by far the worst movie of the franchise. It's just way too over the top. Everybody seems to have magical jackets now to stop the bullets.Audience loved the dogs on the third one so that just lazily copied one here also but didn't bother to have any real cool scenes with it.I'm happy they made John Wick 1 but since then every movie getting worse and worse. This one was already so bad that I regret spending any money to see it.People shooting and dying in center of Paris but police doesn't seem to care.John Wick getting shot, falling from great heights etc without any issues.","
            4/10
            "
"John Wick: Chapter 4","IMDbKeepsDeletingMyReviews","24 March 2023","In this fourth installment of 8711's successful franchise, Keanu Reeves wearily drags himself from setpiece to setpiece, saying little, surviving the most ridiculous setups and finally achieves nothing.The acting and writing of JOHN WICK: CHAPTER 4 are indeed the worst aspects of this film, and the exaggerated runtime of almost three hours doesn't help.Try to remember John Wick's motivation to do all the things he does. What exactly is he actually doing, escpecially in this one? In addition to a lack of motivation, Chapter 4 is a remarkable retcon in the sense that John Wick could have ended the hunt for his person way earlier, thus making at least the last two installments redundant.There's plenty of action here, sure, but it has been getting more and more unrealistic, and so you'll be in a situation where your suspension of disbelief says bye-bye, especially when you contrast the growing ridiculousness of the action with John Wick's decreasing vigour.The plot has some toddler level plot holes and contrivances which are really distracting, yes, even in an action no-brainer like this. Keanu Reeves has maybe ten lines of dialogue in the whole movie. The Marquis is a nonsense character, just like Donnie Yen's Caine character. They just appear, but especially in Caine's case you're supposed to be emotional about it because he's basically John Wick's brother from another mother. We just never knew about him. Oh well.This is the definition of a dumb movie for dumb people, and if you just want to enjoy some nice shots and over-the-top action (some of which is really nice) AND love Keanu Reeves, this is your jam. If you need a bare minimum of consistency and structure, you might feel cheated.","
            5/10
            "
"John Wick: Chapter 4","dstan-71445","28 May 2023","Very much over rated. Repetitive, tiring and inauthentic fight choreography for 3 hrs straight. Unnatural and generic one liner filled script. No deep drama whatsoever. Just bland, perpetual killings till one is numb. Awful and fake seeming blood effects. Bland, cliched action hero.All these characterize John Wick 4. These movies keep getting shallower with every sequel. The little soul the first two had is dead and buried here. I don't get the hype. John Wick has become like those generic, action B movies with cliched scripts and characters. Not to forget the unlikable and uncharismatic addition, black guy with a dog. He was as dull as it gets.Beautiful cinematography though. Loved some of the scenes except the CGI ones. A point for that I guess.","
            2/10
            "
"John Wick: Chapter 4","drjgardner","30 March 2023","...all at the same time. This hybrid comic book-video game has a stupid plot, worse than average acting, and fight scenes that are so poorly done you don't mind going to the bathroom. Don't get me wrong. I loved John Wick 1. Thought #2 was OK. Then came #3., It showed they were out of imagination and should have stopped with #2. Now with #4 they show that they are not artists or creatives but merely clowns looking for as buck.It's not completely without value, which is why it got a 2 instead of a 1. The photography is beautiful and they have a dog as a hero. The rest is worthless. Save the money and the time.","
            2/10
            "
